"cluster_id","n_nodes","n_seed","sum_kzt_internal","top_gids","hypothesis"
0,278,1,31237334.24,"100000000437046100;100000002398779100;100000002957787100;100000006866783100;100000008477350100","Гипотеза: исходных клиентов (seed) — 1. Поступления сходятся в 100000007055802100 (1,53 млн ₸), 100000008686313100 (1,41 млн ₸), 100000004299488100 (1,39 млн ₸). Распределение через 100000000437046100 (6,43 млн ₸), 100000004400305100 (4,57 млн ₸), 100000006866783100 (3,18 млн ₸). Есть транзит через 100000000656682100 (80 тыс ₸), 100000004325327100 (70 тыс ₸), 100000008086440100 (69,4 тыс ₸). У 63 узлов исходящие за границей выгрузки неизвестны."
1,270,1,10178044.0,"100000002578405100;100000001697501100;100000002527114100;100000001166289100;100000005342513100","Гипотеза: исходных клиентов (seed) — 1. Точки сбора внутри кластера не выявлены. Распределение через 100000002527114100 (3,29 млн ₸), 100000002578405100 (3,11 млн ₸), 100000001697501100 (1,48 млн ₸). Есть транзит через 100000003942602100 (30 тыс ₸), 100000008493007100 (26,15 тыс ₸), 100000004739664100 (10 тыс ₸). У 4 узлов исходящие за границей выгрузки неизвестны."
2,138,3,18838290.0,"100000003684369100;100000008165763100;100000001072022100;100000005612411100;100000008304139100","Гипотеза: исходных клиентов (seed) — 3. Поступления сходятся в 100000003249054100 (47,8 тыс ₸). Распределение через 100000003684369100 (6,97 млн ₸), 100000008748914100 (3,41 млн ₸), 100000008165763100 (829,31 тыс ₸). Есть транзит через 100000003299365100 (200 тыс ₸), 100000003946524100 (144,75 тыс ₸), 100000001102676100 (50 тыс ₸). У 6 узлов исходящие за границей выгрузки неизвестны."
3,133,0,17433528.0,"100000008603629100;100000007908818100;100000001857829100;100000000661912100;100000002723538100","Гипотеза: исходных клиентов (seed) — 0. Поступления сходятся в 100000000661912100 (227,22 тыс ₸), 100000004679953100 (163,77 тыс ₸), 100000002723538100 (70,65 тыс ₸). Распределение через 100000006977207100 (3,84 млн ₸), 100000008603629100 (3,83 млн ₸), 100000003880331100 (2,57 млн ₸). Есть транзит через 100000002531406100 (500 тыс ₸), 100000007170072100 (99,5 тыс ₸), 100000006641671100 (25 тыс ₸). У 49 узлов исходящие за границей выгрузки неизвестны."
4,127,7,18414962.28,"100000003016635100;100000001530983100;100000008144528100;100000000490383100;100000006518161100","Гипотеза: исходных клиентов (seed) — 7. Поступления сходятся в 100000008144528100 (1,04 млн ₸). Распределение через 100000003016635100 (8,96 млн ₸), 100000001530983100 (1,82 млн ₸), 100000004150593100 (771,82 тыс ₸). Есть транзит через 100000006518161100 (595,9 тыс ₸), 100000008723830100 (455 тыс ₸), 100000007544358100 (350 тыс ₸). У 6 узлов исходящие за границей выгрузки неизвестны."
5,126,0,24907250.33,"100000000331309100;100000006889963100;100000006734214100;100000000332284100;100000001330685100","Гипотеза: исходных клиентов (seed) — 0. Поступления сходятся в 100000008560717100 (304 тыс ₸), 100000006734214100 (300 тыс ₸), 100000003741418100 (66,8 тыс ₸). Распределение через 100000000331309100 (18,05 млн ₸), 100000003796063100 (413,65 тыс ₸), 100000005665181100 (142,85 тыс ₸). Есть транзит через 100000008192264100 (187,91 тыс ₸), 100000002433697100 (110 тыс ₸). У 35 узлов исходящие за границей выгрузки неизвестны."
6,106,4,16242879.02,"100000004015047100;100000001616816100;100000005782781100;100000005514161100;100000002894076100","Гипотеза: исходных клиентов (seed) — 4. Поступления сходятся в 100000004015047100 (736,88 тыс ₸), 100000001616816100 (111,19 тыс ₸). Распределение через 100000007747786100 (3,73 млн ₸), 100000007982728100 (1,55 млн ₸), 100000008748408100 (1,38 млн ₸). Есть транзит через 100000000031787100 (90 тыс ₸), 100000003509750100 (78,4 тыс ₸), 100000001601320100 (46,2 тыс ₸). У 2 узлов исходящие за границей выгрузки неизвестны."
7,106,0,6254194.67,"100000005704413100;100000007998965100;100000005578559100;100000005473151100;100000006707582100","Гипотеза: исходных клиентов (seed) — 0. Поступления сходятся в 100000007998965100 (278 тыс ₸). Распределение через 100000005704413100 (1,2 млн ₸), 100000005578559100 (783,16 тыс ₸), 100000006707582100 (764,16 тыс ₸). Есть транзит через 100000000850297100 (17,52 тыс ₸), 100000008379273100 (17 тыс ₸). У 56 узлов исходящие за границей выгрузки неизвестны."
8,104,1,21747439.59,"100000002718366100;100000008710791100;100000008489922100;100000008547948100;100000002838861100","Гипотеза: исходных клиентов (seed) — 1. Поступления сходятся в 100000002718366100 (2,39 млн ₸), 100000002838861100 (296,52 тыс ₸), 100000008710791100 (127 тыс ₸). Распределение через 100000008547948100 (4,53 млн ₸), 100000008710791100 (4,21 млн ₸), 100000008489922100 (2,97 млн ₸). Есть транзит через 100000008561016100 (185 тыс ₸). У 36 узлов исходящие за границей выгрузки неизвестны."
9,56,3,13397542.0,"100000003404627100;100000008547844100;100000002547110100;100000008466579100;100000008465789100","Гипотеза: исходных клиентов (seed) — 3. Поступления сходятся в 100000002547110100 (1,14 млн ₸), 100000001253557100 (130 тыс ₸). Распределение через 100000008547844100 (1,7 млн ₸), 100000008465789100 (1,64 млн ₸), 100000008466579100 (1,35 млн ₸). Есть транзит через 100000008692291100 (156 тыс ₸), 100000005367445100 (5 тыс ₸). У 13 узлов исходящие за границей выгрузки неизвестны."
